id	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
barcode10_2038528-1.fasta	contig00001	3715409	3716461	+	pipB2	1-1053/1053	===============	0/0	100.00	94.30	vfdb	NP_461706	(pipB2) type III secretion system effector PipB3 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode10_2038528-1.fasta	contig00001	3890825	3893019	+	sinH	1-2193/2193	========/======	2/2	100.00	97.77	vfdb	NP_461452	(sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode10_2038528-1.fasta	contig00001	4162031	4162984	-	sseL	1-954/954	===============	0/0	100.00	94.86	vfdb	NP_461229	(sseL) type III secretion system effector SseL deubiquitinase [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode10_2038528-1.fasta	contig00001	4416324	4418673	-	sopA	1-2349/2349	========/======	3/5	99.91	98.00	vfdb	NP_461011	(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode10_2038528-1.fasta	contig00001	4655790	4658104	+	sspH2	1-2367/2367	========/======	12/76	97.30	83.10	vfdb	NP_461184	(sspH2) type III secretion system effector SspH2 E3 ubiquitin ligase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode10_2038528-1.fasta	contig00001	4665791	4666514	+	sopE2	1-723/723	========/======	1/1	100.00	96.82	vfdb	NP_460811	(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode10_2038528-1.fasta	contig00002	41303	43604	-	iutA	1-2280/2280	========/======	3/24	99.96	88.28	vfdb	NP_755498	(iutA) ferric aerobactin receptor precusor IutA [Aerobactin (VF0229)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	43542	44862	-	iucD	1-1323/1338	========/======	2/2	98.73	96.22	vfdb	NP_755499	(iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	44859	46601	-	iucC	1-1743/1743	===============	0/0	100.00	96.04	vfdb	NP_755500	(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	46601	47547	-	iucB	1-948/948	========/======	1/1	99.89	95.57	vfdb	NP_755501	(iucB) aerobactin siderophore biosynthesis protein IucB [Aerobactin (VF0229)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	47548	49335	-	iucA	1-1788/1788	===============	0/0	100.00	94.24	vfdb	NP_755502	(iucA) aerobactin siderophore biosynthesis protein IucD [Aerobactin (VF0229)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	85618	86780	+	iroB	1-1163/1164	===============	0/0	99.91	98.37	vfdb	NP_753168	(iroB) glucosyltransferase IroB [Salmochelin (IA013)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	86843	90582	+	iroC	1-3738/3738	========/======	2/2	100.00	99.09	vfdb	NP_753167	(iroC) ATP binding cassette transporter [Salmochelin (IA013)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	90686	91913	+	iroD	1-1230/1230	========/======	2/2	99.84	98.70	vfdb	NP_753166	(iroD) esterase [Salmochelin (IA013)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	91998	92953	+	iroE	1-957/957	========/======	1/1	99.90	99.48	vfdb	NP_753165	(iroE) esterase [Salmochelin (IA013)] [Escherichia coli CFT073]	
barcode10_2038528-1.fasta	contig00002	92998	95174	-	iroN	1-2178/2178	========/======	1/1	99.95	99.08	vfdb	NP_753164	(iroN) salmochelin receptor IroN [IroN (VF0230)] [Escherichia coli CFT073]	
barcode11_2037403-1.fasta	contig00001	1295862	1296395	+	fimI	1-534/534	===============	0/0	100.00	98.69	vfdb	NP_459539	(fimI) fimbrial protein internal segment [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1296439	1297131	+	fimC	1-693/693	========/======	2/2	99.86	98.56	vfdb	NP_459540	(fimC) chaperone protein FimC [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1297162	1299774	+	fimD	1-2613/2613	===============	0/0	100.00	99.16	vfdb	NP_459541	(fimD) usher protein FimD [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1299789	1300796	+	fimH	1-1008/1008	===============	0/0	100.00	97.92	vfdb	NP_459542	(fimH) type I fimbriae minor fimbrial subunit FimH adhesin [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1300806	1301324	+	fimF	1-519/519	===============	0/0	100.00	99.42	vfdb	NP_459543	(fimF) type I fimbriae adaptor protein FimF [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1346422	1347209	-	fepC	1-788/816	========/======	2/2	96.45	80.61	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode11_2037403-1.fasta	contig00001	1347206	1348114	-	fepG	85-993/993	.==============	0/0	91.54	80.53	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode11_2037403-1.fasta	contig00001	1354695	1355546	+	entB	1-851/858	========/======	1/1	99.18	80.40	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode11_2037403-1.fasta	contig00001	1549822	1552088	+	slrP	1-2298/2298	========/======	6/35	98.56	96.96	vfdb	NP_459778	(slrP) type III secretion system effector SlrP E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1701753	1702712	+	sopD2	1-960/960	===============	0/0	100.00	99.79	vfdb	NP_459947	(sopD2) type III secretion system effector SopD2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1762794	1763847	-	ompA	1-1041/1041	========/======	2/13	100.00	89.56	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
barcode11_2037403-1.fasta	contig00001	1778268	1779142	-	pipB	1-876/876	========/======	1/1	99.89	99.31	vfdb	NP_460061	(pipB) type III secretion system effector PipB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1780072	1781756	-	sopB/sigD	1-1686/1686	========/======	4/5	99.82	99.05	vfdb	NP_460064	(sopB/sigD) type III secretion system effector SopB phosphoinositide phosphatase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1829675	1830508	-	csgG	1-834/834	===============	0/0	100.00	99.76	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1830535	1830951	-	csgF	1-417/417	===============	0/0	100.00	100.00	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1830978	1831375	-	csgE	1-396/396	========/======	2/2	100.00	99.50	vfdb	NP_460112	(csgE) curli production assembly/transport protein CsgE [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1831380	1832030	-	csgD	1-651/651	===============	0/0	100.00	99.54	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1832787	1833242	+	csgB	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1833284	1833739	+	csgA	1-456/456	===============	0/0	100.00	98.90	vfdb	NP_460115	(csgA) curlin major subunit CsgA [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1833801	1834127	+	csgC	1-327/327	===============	0/0	100.00	100.00	vfdb	NP_460116	(csgC) curli assembly protein CsgC [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	1911460	1912468	-	sifA	1-1011/1011	========/======	4/4	99.70	99.11	vfdb	NP_460194	(sifA) type III secretion system effector SifA N-terminal SKIP-binding domain C-terminal guanine nucleotide exchange factor activity [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2079030	2079431	+	spiC/ssaB	1-402/402	===============	0/0	100.00	99.75	vfdb	NP_460358	(spiC/ssaB) type III secretion system protein SsaB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2079433	2080927	+	ssaC	1-1494/1494	========/======	1/1	100.00	99.00	vfdb	NP_460359	(ssaC) type III secretion system secretin SsaC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2080908	2082121	+	ssaD	1-1212/1212	========/======	4/4	99.92	98.93	vfdb	NP_460360	(ssaD) type III secretion system outer MS ring protein SsaD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2082129	2082371	+	ssaE	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_460361	(ssaE) chaperone for sseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2082634	2082959	+	sseA	1-327/327	========/======	1/1	99.69	98.47	vfdb	NP_460362	(sseA) chaperone for sseB and sseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2082966	2083555	+	sseB	1-591/591	========/======	1/1	99.83	98.48	vfdb	NP_460363	(sseB) type III secretion system effector SseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2083552	2084024	+	sscA	1-474/474	========/======	1/1	99.79	97.68	vfdb	NP_460364	(sscA) chaperone for sseC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2084027	2085481	+	sseC	1-1455/1455	========/======	2/2	99.93	98.90	vfdb	NP_460365	(sseC) type III secretion system hydrophilic translocator pore protein SseC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2085497	2086084	+	sseD	1-588/588	===============	0/0	100.00	100.00	vfdb	NP_460366	(sseD) type III secretion system hydrophilic translocator pore protein SseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2086087	2086503	+	sseE	1-417/417	========/======	2/2	99.76	99.04	vfdb	NP_460367	(sseE) type III secretion system effector SseE [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2086555	2086989	+	sscB	1-435/435	===============	0/0	100.00	99.77	vfdb	NP_460368	(sscB) chaperone for sseF [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2087005	2087788	+	sseF	1-783/783	========/======	1/1	100.00	97.70	vfdb	NP_460369	(sseF) type III secretion system effector SseF [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2087785	2088475	+	sseG	1-690/690	========/======	1/1	100.00	99.57	vfdb	NP_460370	(sseG) type III secretion system effector SseG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2088569	2088784	+	ssaG	1-216/216	===============	0/0	100.00	100.00	vfdb	NP_460371	(ssaG) type III secretion system needle filament protein SsaG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2088825	2089052	+	ssaH	1-228/228	===============	0/0	100.00	100.00	vfdb	NP_460372	(ssaH) type III secretion system protein SsaH [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2089064	2089312	+	ssaI	1-249/249	===============	0/0	100.00	100.00	vfdb	NP_460373	(ssaI) type III secretion system inner rod protein SsaI [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2089309	2090058	+	ssaJ	1-750/750	========/======	2/2	99.87	99.07	vfdb	NP_460374	(ssaJ) type III secretion system inner MS ring protein SsaJ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2090621	2091295	+	ssaK	1-675/675	===============	0/0	100.00	99.41	vfdb	NP_460376	(ssaK) type III secretion system stator SsaK [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2091261	2092277	+	ssaL	1-1017/1017	===============	0/0	100.00	99.11	vfdb	NP_460377	(ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2092335	2092704	+	ssaM	1-369/369	========/======	1/1	100.00	99.73	vfdb	NP_460378	(ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2092689	2094736	+	ssaV	1-2046/2046	========/======	2/2	100.00	99.36	vfdb	NP_460379	(ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2094726	2096028	+	ssaN	1-1302/1302	========/======	3/3	99.92	98.62	vfdb	NP_460380	(ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2096031	2096408	+	ssaO	1-378/378	===============	0/0	100.00	99.47	vfdb	NP_460381	(ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2096389	2096763	+	ssaP	1-375/375	===============	0/0	100.00	100.00	vfdb	NP_460382	(ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2096744	2097712	+	ssaQ	1-969/969	========/======	2/2	99.90	98.35	vfdb	NP_460383	(ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2097780	2098428	+	ssaR	1-648/648	========/======	1/1	100.00	99.08	vfdb	NP_460384	(ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2098425	2098691	+	ssaS	1-267/267	===============	0/0	100.00	99.62	vfdb	NP_460385	(ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2098692	2099471	+	ssaT	1-780/780	===============	0/0	100.00	99.10	vfdb	NP_460386	(ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2099468	2100526	+	ssaU	1-1059/1059	===============	0/0	100.00	100.00	vfdb	NP_460387	(ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2266942	2267573	-	steA	1-633/633	========/======	1/1	99.84	97.16	vfdb	NP_460542	(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2289630	2290581	+	sifB	1-951/951	========/======	3/3	99.89	98.43	vfdb	NP_460561	(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2318144	2319370	+	sseJ	1-1227/1227	===============	0/0	100.00	99.59	vfdb	NP_460590	(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2386985	2388357	-	steC	1-1374/1374	========/======	1/1	99.93	98.40	vfdb	NP_460656	(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2548501	2549222	-	sopE2	1-723/723	========/======	1/1	99.86	99.58	vfdb	NP_460811	(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2738125	2740471	+	sopA	1-2349/2349	========/======	1/2	99.91	98.72	vfdb	NP_461011	(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2819251	2820297	+	sseK2	1-1047/1047	===============	0/0	100.00	98.47	vfdb	NP_461081	(sseK2) type III secretion system effector SseK2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2919168	2921532	-	sspH2	1-2367/2367	========/======	2/2	99.92	99.58	vfdb	NP_461184	(sspH2) type III secretion system effector SspH2 E3 ubiquitin ligase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	2973015	2973968	+	sseL	1-954/954	===============	0/0	100.00	99.27	vfdb	NP_461229	(sseL) type III secretion system effector SseL deubiquitinase [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3208383	3214469	-	shdA	1-6120/6120	========/======	5/43	99.38	95.00	vfdb	NP_461448	(shdA) AIDA autotransporter-like protein [ShdA (VF0398)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3215164	3222471	-	ratB	1-7308/7308	========/======	3/4	99.97	99.04	vfdb	NP_461449	(ratB) putative outer membrane protein [RatB (VF0399)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3229391	3231581	-	sinH	1-2193/2193	========/======	2/2	99.91	99.45	vfdb	NP_461452	(sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3434040	3435095	-	pipB2	1-1053/1053	========/======	3/3	100.00	99.05	vfdb	NP_461706	(pipB2) type III secretion system effector PipB3 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3436836	3437734	+	mig-14	1-897/897	========/======	1/2	100.00	98.00	vfdb	NP_461708	(mig-14) antimicrobial peptide resistance protein Mig-14 [Mig-14 (VF0395)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3517007	3517916	-	avrA	1-909/909	========/======	1/1	100.00	98.68	vfdb	NP_461786	(avrA) type III secretion system effector AvrA acetyltransferease [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3520452	3520904	-	orgC	1-453/453	===============	0/0	100.00	99.56	vfdb	NP_461789	(orgC) type III secretion system effector OrgC [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3520901	3521581	-	orgB	1-681/681	===============	0/0	100.00	99.85	vfdb	NP_461790	(orgB) type III secretion system stator OrgB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3521538	3522137	-	orgA	1-600/600	===============	0/0	100.00	99.83	vfdb	NP_461791	(orgA) type III secretion system accessory cytosolic protein OrgA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3522109	3522866	-	prgK	1-759/759	========/======	1/1	99.87	99.34	vfdb	NP_461792	(prgK) type III secretion system inner MS ring protein PrgK [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3522863	3523170	-	prgJ	1-306/306	========/======	2/2	100.00	98.70	vfdb	NP_461793	(prgJ) type III secretion system inner rod protein PrgJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3523189	3523431	-	prgI	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_461794	(prgI) type III secretion system needle filament protein PrgI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3523456	3524631	-	prgH	1-1179/1179	========/======	1/3	99.75	99.24	vfdb	NP_461795	(prgH) type III secretion system outer MS ring protein PrgH [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3529180	3530810	-	sptP	1-1632/1632	========/======	3/3	99.88	99.45	vfdb	NP_461799	(sptP) type III secretion system effector SptP tyrosine phosphatase and GTPase-activating protein [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3530797	3531189	-	sicP	1-393/393	===============	0/0	100.00	100.00	vfdb	NP_461800	(sicP) chaparone for SptP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3531789	3533843	-	sipA/sspA	1-2058/2058	========/======	3/3	99.85	99.47	vfdb	NP_461803	(sipA/sspA) type III secretion system effector SipA actin polymerizing activity [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3533862	3534893	-	sipD	1-1032/1032	===============	0/0	100.00	99.81	vfdb	NP_461804	(sipD) type III secretion system hydrophilic translocator needle tip protein SipD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3534964	3536191	-	sipC/sspC	1-1230/1230	========/======	2/2	99.84	99.59	vfdb	NP_461805	(sipC/sspC) type III secretion system hydrophilic translocator pore protein SipC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3536219	3538000	-	sipB/sspB	1-1782/1782	===============	0/0	100.00	99.27	vfdb	NP_461806	(sipB/sspB) type III secretion system hydrophilic translocator pore protein SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3538003	3538501	-	sicA	1-498/498	========/======	1/1	100.00	98.80	vfdb	NP_461807	(sicA) chaparone for SipC and SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3538639	3539706	-	spaS	1-1071/1071	========/======	2/3	99.72	99.72	vfdb	NP_461808	(spaS) type III secretion system export apparatus switch protein SpaS [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3539693	3540483	-	spaR	1-792/792	========/======	1/1	99.87	99.24	vfdb	NP_461809	(spaR) type III secretion system minor export apparatus protein SpaR [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3540487	3540747	-	spaQ	1-261/261	===============	0/0	100.00	100.00	vfdb	NP_461810	(spaQ) type III secretion system minor export apparatus protein SpaQ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3540773	3541448	-	spaP	1-675/675	========/======	2/3	99.85	98.52	vfdb	NP_461811	(spaP) type III secretion system minor export apparatus protein SpaP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3541438	3542349	-	spaO	1-912/912	===============	0/0	100.00	99.56	vfdb	NP_461812	(spaO) type III secretion system C ring protein SpaO [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
